timestamp,laser,force,pressure,cycle_state,step_index,trajectory_name
2026-09-22T17:58:55.156+01:00,41.6,1.6,22.8,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:55.261+01:00,41.3,1.61,22.8,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:55.361+01:00,39.9,1.74,21.3,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:55.462+01:00,39.9,1.74,25.1,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:55.561+01:00,41.4,1.69,18.7,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:55.662+01:00,38.3,1.45,24.0,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:55.761+01:00,41.2,1.06,19.5,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:55.861+01:00,42.0,1.59,22.0,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:55.961+01:00,39.4,1.72,21.4,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:56.061+01:00,37.6,1.15,23.1,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:56.162+01:00,41.7,1.42,20.6,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:56.261+01:00,38.1,1.09,20.6,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:56.362+01:00,41.1,1.35,25.2,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:56.462+01:00,39.1,1.35,18.3,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:56.561+01:00,38.1,1.88,25.5,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:56.661+01:00,40.2,1.1,23.9,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:56.761+01:00,41.4,1.31,23.9,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:56.861+01:00,37.6,1.78,18.8,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:56.962+01:00,37.6,1.61,24.3,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T17:58:57.061+01:00,42.1,1.89,24.3,PAUSED,2,EdgeCase2_TO_EdgeCase
2026-09-22T17:58:57.162+01:00,37.4,1.2,19.1,PAUSED,2,EdgeCase2_TO_EdgeCase
2026-09-22T17:58:57.261+01:00,41.8,1.32,25.9,PAUSED,2,EdgeCase2_TO_EdgeCase
