timestamp,laser,force,pressure,cycle_state,step_index,trajectory_name
2026-09-22T13:30:27.199+01:00,42.1,1.1,28.6,IDLE,0,
2026-09-22T13:30:27.294+01:00,42.1,1.44,25.4,IDLE,0,
2026-09-22T13:30:27.389+01:00,40.3,1.75,25.1,IDLE,0,
2026-09-22T13:30:27.484+01:00,37.8,1.61,22.7,IDLE,0,
2026-09-22T13:30:27.580+01:00,42.4,1.96,28.9,IDLE,0,
2026-09-22T13:30:27.675+01:00,42.8,1.92,21.4,IDLE,0,
2026-09-22T13:30:27.769+01:00,38.1,1.78,23.9,IDLE,0,
2026-09-22T13:30:27.864+01:00,42.8,1.05,29.1,IDLE,0,
2026-09-22T13:30:27.961+01:00,39.6,1.62,26.8,IDLE,0,
2026-09-22T13:30:28.061+01:00,40.6,1.75,27.8,IDLE,0,
2026-09-22T13:30:28.161+01:00,42.5,1.33,21.3,IDLE,0,
2026-09-22T13:30:28.261+01:00,41.1,1.66,29.2,IDLE,0,
2026-09-22T13:30:28.361+01:00,38.2,1.27,23.5,IDLE,0,
2026-09-22T13:30:28.461+01:00,42.8,1.67,29.6,IDLE,0,
2026-09-22T13:30:28.561+01:00,41.7,1.33,26.5,IDLE,0,
2026-09-22T13:30:28.661+01:00,38.9,1.72,24.1,IDLE,0,
2026-09-22T13:30:28.761+01:00,38.5,1.49,24.5,IDLE,0,
2026-09-22T13:30:28.861+01:00,42.7,1.8,28.8,IDLE,0,
2026-09-22T13:30:28.961+01:00,41.4,1.41,28.2,IDLE,0,
2026-09-22T13:30:29.062+01:00,37.8,1.47,28.8,IDLE,0,
2026-09-22T13:30:29.161+01:00,41.0,1.16,21.3,IDLE,0,
2026-09-22T13:30:29.262+01:00,41.8,1.97,29.4,IDLE,0,
2026-09-22T13:30:29.361+01:00,38.1,1.16,27.6,IDLE,0,
2026-09-22T13:30:29.461+01:00,39.3,1.07,27.2,IDLE,0,
2026-09-22T13:30:29.562+01:00,38.9,1.14,21.6,IDLE,0,
2026-09-22T13:30:29.662+01:00,39.0,1.26,20.1,IDLE,0,
2026-09-22T13:30:29.761+01:00,37.4,1.86,25.9,IDLE,0,
2026-09-22T13:30:29.861+01:00,38.6,1.57,24.6,IDLE,0,
2026-09-22T13:30:29.961+01:00,40.7,1.65,25.1,IDLE,0,
2026-09-22T13:30:30.061+01:00,38.0,1.42,27.6,IDLE,0,
2026-09-22T13:30:30.162+01:00,37.3,1.67,24.4,IDLE,0,
2026-09-22T13:30:30.261+01:00,39.7,1.35,28.4,IDLE,0,
2026-09-22T13:30:30.361+01:00,40.7,1.52,28.3,IDLE,0,
2026-09-22T13:30:30.461+01:00,40.4,1.66,27.2,IDLE,0,
2026-09-22T13:30:30.562+01:00,40.3,1.69,24.9,IDLE,0,
2026-09-22T13:30:30.661+01:00,41.9,1.63,20.9,IDLE,0,
2026-09-22T13:30:30.761+01:00,42.0,1.72,25.0,IDLE,0,
2026-09-22T13:30:30.862+01:00,42.2,1.68,21.6,IDLE,0,
2026-09-22T13:30:30.961+01:00,39.1,1.61,28.4,IDLE,0,
2026-09-22T13:30:31.061+01:00,38.7,1.24,24.0,IDLE,0,
2026-09-22T13:30:31.161+01:00,40.5,1.37,28.6,IDLE,0,
2026-09-22T13:30:31.261+01:00,37.7,1.67,22.9,IDLE,0,
2026-09-22T13:30:31.361+01:00,38.2,1.57,21.9,IDLE,0,
2026-09-22T13:30:31.461+01:00,40.8,1.31,22.6,IDLE,0,
2026-09-22T13:30:31.561+01:00,38.5,1.06,21.2,IDLE,0,
