timestamp,laser,force,pressure,cycle_state,step_index,trajectory_name
2026-09-23T14:18:54.649+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:54.752+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:54.857+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:54.962+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:55.067+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:55.172+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:55.276+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:55.377+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:55.476+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:55.576+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:55.677+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:55.776+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:55.876+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:55.976+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:56.077+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:56.176+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:56.276+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:56.376+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:56.476+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:56.576+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:56.676+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:56.776+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:56.876+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:56.976+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:57.076+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T14:18:57.177+01:00,,,,PREPARING,1,meca_zero_TO_EdgeCase2
