timestamp,laser,force,pressure,cycle_state,step_index,trajectory_name
2026-09-23T17:23:08.077+01:00,39.4,1.01,21.7,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:08.178+01:00,42.8,1.32,21.7,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:08.277+01:00,39.4,1.14,24.0,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:08.377+01:00,40.4,1.81,22.5,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:08.477+01:00,38.6,1.85,25.8,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:08.577+01:00,41.6,1.03,18.4,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:08.677+01:00,41.4,1.78,22.3,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:08.777+01:00,42.1,1.59,20.2,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:08.876+01:00,37.5,1.05,20.3,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:08.977+01:00,40.6,1.31,23.5,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:09.077+01:00,40.9,1.15,21.0,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:09.178+01:00,40.2,1.0,19.9,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:09.277+01:00,37.2,1.09,24.7,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:09.377+01:00,37.4,1.16,21.5,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:09.477+01:00,42.0,1.94,23.8,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:09.577+01:00,37.0,1.76,21.8,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:09.677+01:00,40.0,1.4,23.8,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:09.777+01:00,39.5,1.94,23.0,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:09.877+01:00,39.4,1.22,21.4,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:09.977+01:00,41.5,1.18,21.2,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:10.077+01:00,42.4,1.43,22.6,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:10.177+01:00,40.7,1.83,23.4,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:10.276+01:00,39.8,1.85,21.5,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:10.377+01:00,39.4,1.32,18.0,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-23T17:23:10.477+01:00,41.2,1.87,24.1,PREPARING,1,meca_zero_TO_EdgeCase2
