timestamp,laser,force,pressure,cycle_state,step_index,trajectory_name
2026-09-22T23:41:08.508+01:00,40.0,1.74,20.7,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:08.603+01:00,38.2,1.88,18.2,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:08.698+01:00,39.9,1.18,19.0,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:08.792+01:00,40.0,1.54,23.0,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:08.891+01:00,37.1,1.11,18.1,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:08.986+01:00,40.9,1.27,20.6,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:09.085+01:00,37.5,1.56,25.2,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:09.185+01:00,40.3,1.34,22.5,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:09.285+01:00,42.9,1.83,20.0,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:09.386+01:00,40.9,1.91,21.1,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:09.485+01:00,37.8,1.82,25.3,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:09.585+01:00,40.2,1.99,20.6,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:09.685+01:00,41.4,1.15,18.9,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:09.786+01:00,39.9,1.15,20.8,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:09.886+01:00,37.0,1.72,18.1,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:09.986+01:00,41.6,1.58,24.1,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:10.085+01:00,37.8,1.03,20.0,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:10.185+01:00,40.3,1.03,20.8,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:10.286+01:00,37.1,1.08,22.3,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:10.386+01:00,38.6,1.08,18.0,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:10.486+01:00,40.0,1.59,25.5,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:10.585+01:00,39.2,1.54,25.3,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:10.685+01:00,41.5,1.9,22.7,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:10.785+01:00,38.0,1.1,23.1,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:10.885+01:00,42.3,1.49,21.8,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:10.985+01:00,41.0,1.84,18.8,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:11.086+01:00,39.6,1.84,25.6,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:11.186+01:00,39.3,1.03,20.0,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:11.285+01:00,39.0,1.34,19.9,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:11.385+01:00,41.9,1.8,20.5,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:11.486+01:00,41.0,1.8,25.2,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:11.585+01:00,37.3,1.17,24.6,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:11.686+01:00,37.4,1.26,25.5,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:11.785+01:00,39.7,1.26,20.0,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:11.885+01:00,40.3,1.38,24.9,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:11.985+01:00,42.5,1.19,19.9,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:12.085+01:00,39.1,1.3,24.2,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:12.185+01:00,41.0,1.3,20.1,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:12.285+01:00,38.9,1.8,19.7,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:12.386+01:00,39.9,1.22,19.1,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:12.485+01:00,40.6,1.3,20.4,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:12.586+01:00,39.7,1.03,25.5,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:12.685+01:00,37.1,1.16,22.0,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:12.785+01:00,41.0,1.16,24.3,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:12.886+01:00,38.5,1.78,21.8,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:12.985+01:00,37.6,1.97,22.3,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:13.085+01:00,42.4,1.97,21.3,PREPARING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:13.186+01:00,42.4,1.59,21.3,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:13.286+01:00,38.3,1.1,24.6,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:13.385+01:00,37.2,1.8,20.3,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:13.486+01:00,40.7,1.69,19.9,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:13.585+01:00,37.4,1.76,19.0,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:13.685+01:00,38.0,1.75,19.8,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:13.785+01:00,42.8,1.96,19.5,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:13.885+01:00,40.5,1.96,25.4,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:13.986+01:00,42.4,1.65,23.1,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:14.085+01:00,41.2,1.11,24.5,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:14.185+01:00,41.5,1.15,24.9,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:14.285+01:00,37.3,1.68,18.5,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:14.386+01:00,38.5,1.13,19.5,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:14.485+01:00,38.0,1.73,20.4,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:14.585+01:00,42.5,1.61,22.8,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:14.685+01:00,42.5,1.61,20.0,RUNNING,1,meca_zero_TO_EdgeCase2
2026-09-22T23:41:14.785+01:00,38.2,1.04,21.0,PAUSED,2,EdgeCase2_TO_EdgeCase
2026-09-22T23:41:14.885+01:00,39.3,1.41,23.1,PAUSED,2,EdgeCase2_TO_EdgeCase
2026-09-22T23:41:14.985+01:00,41.4,1.2,24.8,PAUSED,2,EdgeCase2_TO_EdgeCase
2026-09-22T23:41:15.085+01:00,39.7,1.84,22.9,PAUSED,2,EdgeCase2_TO_EdgeCase
2026-09-22T23:41:15.185+01:00,37.6,1.29,18.7,PAUSED,2,EdgeCase2_TO_EdgeCase
2026-09-22T23:41:15.285+01:00,39.8,1.21,18.3,PAUSED,2,EdgeCase2_TO_EdgeCase
